Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
1;infrastructure;STEFANY86;14:CF:E2:97:84:D0;;6;No;WPA2,AES-CCM;No;54.0;0;3;0;0;0;0;0;;;Wed Jul 11 21:52:55 2018;Wed Jul 11 21:54:41 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2;infrastructure;VTR-7067395;C0:05:C2:DD:3B:01;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;7;0;0;0;0;0;;;Wed Jul 11 21:52:06 2018;Wed Jul 11 21:54:41 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
3;infrastructure;C_MONTORY;90:F6:52:63:49:D4;;6;No;WPA2,WPA,AES-CCM;No;54.0;0;2;0;0;0;0;0;;;Wed Jul 11 21:52:55 2018;Wed Jul 11 21:54:41 2018;-91;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
4;infrastructure;electrinet2;4C:6E:6E:91:86:79;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Wed Jul 11 21:52:54 2018;Wed Jul 11 21:54:41 2018;-92;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
5;infrastructure;WIFI_LAVET;30:91:8F:09:86:D5;;11;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;4;0;0;0;0;0;;;Wed Jul 11 21:52:07 2018;Wed Jul 11 21:54:13 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
6;infrastructure;PUNTO CREATIVO;82:2A:A8:A1:76:3F;;6;No;WPA2,AES-CCM;No;54.0;0;5;0;0;0;0;0;;;Wed Jul 11 21:52:06 2018;Wed Jul 11 21:54:12 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
7;infrastructure;Telsur_CRPS;22:26:18:52:1A:0B;;1;No;WPA,AES-CCM,TKIP;No;54.0;0;8;0;0;0;0;0;;;Wed Jul 11 21:52:20 2018;Wed Jul 11 21:54:12 2018;-91;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
8;infrastructure;DIRECT-C3-HP DeskJet 4670 series;B0:5A:DA:24:CF:C5;;1;No;WPA2,AES-CCM;No;54.0;0;2;0;0;0;0;0;;;Wed Jul 11 21:52:06 2018;Wed Jul 11 21:53:43 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
9;infrastructure;WifiTelsur_CASAAB;4C:6E:6E:98:FB:4A;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Wed Jul 11 21:52:06 2018;Wed Jul 11 21:53:23 2018;-91;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
10;infrastructure;WifiTelsur_MAVM;6A:02:71:7A:90:52;;2;No;WPA2,WPA,AES-CCM;No;54.0;0;3;0;0;0;0;0;;;Wed Jul 11 21:52:20 2018;Wed Jul 11 21:52:54 2018;-88;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
11;infrastructure;Molegavi;E0:69:95:80:5F:B6;;7;No;WPA,TKIP;No;54.0;0;4;0;0;0;0;0;;;Wed Jul 11 21:52:07 2018;Wed Jul 11 21:53:38 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
12;infrastructure;WifiTelsur_HHBY2;4C:6E:6E:9B:3B:89;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;5;0;0;0;0;0;;;Wed Jul 11 21:52:56 2018;Wed Jul 11 21:54:27 2018;-90;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
13;infrastructure;Yordiytabi;7C:1C:68:BF:4D:D0;;1;No;OPN,None;No;54.0;0;10;0;0;0;0;0;;;Wed Jul 11 21:52:06 2018;Wed Jul 11 21:54:26 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
14;infrastructure;NEWEN;38:60:77:0C:7D:1D;;9;No;WPA2,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Wed Jul 11 21:52:07 2018;Wed Jul 11 21:54:47 2018;-92;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
15;infrastructure;wificasa;E8:65:D4:2F:9A:11;;1;No;WPA2,WPA,AES-CCM;No;54.0;0;3;0;0;0;0;0;;;Wed Jul 11 21:52:06 2018;Wed Jul 11 21:54:46 2018;-89;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
16;infrastructure;FamiliaRosasBahamonde;00:14:A5:C5:94:C9;;4;No;WPA,TKIP;No;54.0;0;14;0;0;0;0;0;;;Wed Jul 11 21:52:55 2018;Wed Jul 11 21:55:01 2018;-88;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
17;infrastructure;SALA PROFESORES;4C:6E:6E:AD:CC:64;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;5;0;0;0;0;0;;;Wed Jul 11 21:52:06 2018;Wed Jul 11 21:55:00 2018;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
18;infrastructure;wifitelsur_Cabaña;4C:6E:6E:A0:2C:B8;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;10;0;0;0;0;0;;;Wed Jul 11 21:52:21 2018;Wed Jul 11 21:55:02 2018;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
19;infrastructure;SmartValdivia;44:D9:E7:E1:F3:60;;11;No;OPN,None;No;54.0;0;11;0;0;0;0;0;;;Wed Jul 11 21:52:07 2018;Wed Jul 11 21:54:47 2018;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
20;infrastructure;Telsur_WIFI;4C:6E:6E:A4:30:AD;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;7;0;0;0;0;0;;;Wed Jul 11 21:52:36 2018;Wed Jul 11 21:54:47 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
21;infrastructure;VTR-0425039;C0:05:C2:A5:3F:9F;;36;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Wed Jul 11 21:52:38 2018;Wed Jul 11 21:55:02 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
22;infrastructure;Punto Creativo visitas;92:2A:A8:A1:76:3F;;6;No;OPN,None;No;54.0;0;10;0;0;0;0;0;;;Wed Jul 11 21:52:21 2018;Wed Jul 11 21:54:47 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
23;infrastructure;CELESTE-5G;40:70:09:61:3D:E5;;48;No;WPA2,AES-CCM;No;54.0;0;9;0;0;0;0;0;;;Wed Jul 11 21:52:08 2018;Wed Jul 11 21:55:02 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
24;infrastructure;hugo;04:95:E6:90:A1:F0;;1;No;WPA2,AES-CCM;No;54.0;0;9;0;0;0;0;0;;;Wed Jul 11 21:52:54 2018;Wed Jul 11 21:55:01 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
25;infrastructure;VTR-7259770;48:D3:43:60:14:E7;;149;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;11;0;0;0;0;0;;;Wed Jul 11 21:51:55 2018;Wed Jul 11 21:55:04 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
26;infrastructure;GOMEZ;D4:05:98:60:F6:C0;;9;No;WPA2,AES-CCM;No;54.0;0;9;0;0;0;0;0;;;Wed Jul 11 21:52:55 2018;Wed Jul 11 21:55:01 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
27;infrastructure;WOM-CE4822;FC:2D:5E:CE:48:22;;1;No;WPA2,AES-CCM;No;54.0;0;17;0;0;0;0;0;;;Wed Jul 11 21:52:06 2018;Wed Jul 11 21:55:00 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
28;infrastructure;wifitelsur_cabana2;4C:6E:6E:99:D0:54;;3;No;WPA2,AES-CCM,TKIP;No;54.0;0;15;0;0;0;0;0;;;Wed Jul 11 21:52:06 2018;Wed Jul 11 21:55:01 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
29;infrastructure;WifiTelsur_DP;62:02:71:5A:BF:57;;2;No;WPA2,WPA,AES-CCM;No;54.0;0;14;0;0;0;0;0;;;Wed Jul 11 21:52:06 2018;Wed Jul 11 21:55:01 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
30;infrastructure;Wifi_DNRV;00:25:C4:4C:53:21;;11;No;WPA,TKIP;No;54.0;0;21;0;0;0;0;0;;;Wed Jul 11 21:52:07 2018;Wed Jul 11 21:55:02 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
31;infrastructure;VTR-7448158;40:0D:10:A4:45:59;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Wed Jul 11 21:52:37 2018;Wed Jul 11 21:54:46 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
32;infrastructure;wifitelsur_cabana1;62:02:71:77:DE:8D;;9;No;WPA2,WPA,AES-CCM;No;54.0;0;26;0;0;0;0;0;;;Wed Jul 11 21:52:07 2018;Wed Jul 11 21:55:01 2018;-75;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
33;infrastructure;VTR-7259770;48:D3:43:60:14:E1;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;19;0;0;0;0;0;;;Wed Jul 11 21:52:06 2018;Wed Jul 11 21:55:01 2018;-71;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
34;infrastructure;CAIMAN;34:57:60:7B:79:A8;;11;No;WPA2,AES-CCM;No;54.0;0;29;0;0;0;0;0;;;Wed Jul 11 21:52:07 2018;Wed Jul 11 21:55:02 2018;-71;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
35;infrastructure;ANTONIA;4C:72:B9:30:91:F1;;9;No;WPA2,AES-CCM,TKIP;No;54.0;0;11;0;0;0;0;0;;;Wed Jul 11 21:52:36 2018;Wed Jul 11 21:55:01 2018;-67;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
36;infrastructure;wifitelsur_lacasita;4C:6E:6E:A8:43:4D;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;18;0;0;0;0;0;;;Wed Jul 11 21:52:06 2018;Wed Jul 11 21:55:01 2018;-66;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
37;infrastructure;ISIDORA;84:AA:9C:6F:80:18;;11;No;WPA2,AES-CCM;No;54.0;0;44;0;0;0;0;0;;;Wed Jul 11 21:52:07 2018;Wed Jul 11 21:55:02 2018;-61;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
